move_id,name,type,power,pp,accuracy,priority,damage_class,effect_text,short_effect_text
223,dynamic-punch,fighting,100.0,5,50.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,Has a $effect_chance% chance to confuse the target.
225,dragon-breath,dragon,60.0,20,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
231,iron-tail,steel,100.0,15,75.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,Has a $effect_chance% chance to lower the target’s Defense by one stage.
232,metal-claw,steel,50.0,35,95.0,0,physical,Inflicts regular damage. Has a $effect_chance% chance to raise the user’s Attack one stage.,Has a $effect_chance% chance to raise the user’s Attack by one stage.
242,crunch,dark,80.0,15,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,Has a $effect_chance% chance to lower the target’s Defense by one stage.
246,ancient-power,rock,60.0,5,100.0,0,special,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user’s stats one stage.,Has a $effect_chance% chance to raise all of the user’s stats by one stage.
251,beat-up,dark,,10,100.0,0,physical,"Inflicts typeless regular damage.  Every Pokémon in the user’s party, excepting those that have fainted or have a major status effect, attacks the target.  Calculated stats are ignored; the base stats for the target and assorted attackers are used instead.  The random factor in the damage formula is not used.  dark Pokémon still get STAB.

This effect breaks through wonder guard.",Hits once for every conscious Pokémon the trainer has.
257,heat-wave,fire,95.0,10,90.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
261,will-o-wisp,fire,,15,85.0,0,status,Burns the target.,Burns the target.
264,focus-punch,fighting,150.0,20,100.0,-3,physical,"Inflicts regular damage.  If the user takes damage this turn before hitting, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.","If the user takes damage before attacking, the attack is canceled."
280,brick-break,fighting,75.0,15,100.0,0,physical,"Destroys any light screen or reflect on the target’s side of the field, then inflicts regular damage.",Destroys Reflect and Light Screen.
314,air-cutter,flying,60.0,25,95.0,0,special,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
315,overheat,fire,130.0,5,90.0,0,special,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",Lowers the user’s Special Attack by two stages after inflicting damage.
317,rock-tomb,rock,60.0,15,95.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,Has a $effect_chance% chance to lower the target’s Speed by one stage.
332,aerial-ace,flying,60.0,20,,0,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.
337,dragon-claw,dragon,80.0,15,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
349,dragon-dance,dragon,,20,,0,status,Raises the user’s Attack and Speed by one stage each.,Raises the user’s Attack and Speed by one stage.
374,fling,dark,,10,100.0,0,physical,"Inflicts regular damage.  Power and type are determined by the user’s held item.  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will fail.

This move ignores sticky hold.

If the user is under the effect of embargo, this move will fail.",Throws held item at the target; power depends on the item.
394,flare-blitz,fire,120.0,15,100.0,0,physical,"Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to burn the target.
406,dragon-pulse,dragon,85.0,10,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
407,dragon-rush,dragon,100.0,10,75.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
411,focus-blast,fighting,120.0,5,70.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.
421,shadow-claw,ghost,70.0,15,100.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
424,fire-fang,fire,65.0,15,95.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to burn the target and a separate $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to burn the target and a $effect_chance% chance to make the target flinch.
468,hone-claws,dark,,15,,0,status,Raises the user’s Attack and accuracy by one stage.,Raises the user’s Attack and accuracy by one stage.
481,flame-burst,fire,70.0,15,100.0,0,special,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",Deals splash damage to Pokémon next to the target.
488,flame-charge,fire,50.0,20,100.0,0,physical,Inflicts regular damage.  Raises the user’s Speed by one stage.,Inflicts regular damage.  Raises the user’s Speed by one stage.
510,incinerate,fire,60.0,15,100.0,0,special,"Inflicts regular damage.  If the target is holding a berry, it’s destroyed and cannot be used in response to this move.",Destroys the target’s held berry.
512,acrobatics,flying,55.0,15,100.0,0,physical,"Inflicts regular damage.  If the user has no held item, this move has double power.",Has double power if the user has no held item.
517,inferno,fire,100.0,5,50.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
519,fire-pledge,fire,80.0,10,100.0,0,special,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).","With Water Pledge, doubles the effect chance of friendly Pokémon’s moves for four turns."
525,dragon-tail,dragon,60.0,10,90.0,-6,physical,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",Ends wild battles.  Forces trainers to switch Pokémon.
612,power-up-punch,fighting,40.0,20,100.0,0,physical,Inflicts regular damage.  Raises the user’s Attack by one stage.,Raises the user’s Attack by one stage after inflicting damage.
784,breaking-swipe,dragon,60.0,15,100.0,0,physical,Inflicts regular damage.  Lowers the target’s Attack by one stage.,Lowers the target’s Attack by one stage after inflicting damage.
915,temper-flare,fire,75.0,10,100.0,0,physical,,
19,fly,flying,90.0,15,95.0,0,physical,"Inflicts regular damage.  User flies high into the air for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind still hit the user normally.  gust and twister also have double power against the user.

The damage from hail and sandstorm still applies during the immune turn.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.","User flies high into the air, dodging all attacks, and hits next turn."
90,fissure,ground,,5,30.0,0,physical,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",Causes a one-hit KO.
201,sandstorm,rock,,10,,0,status,"Changes the weather to a sandstorm for five turns.  Pokémon that are not ground, rock, or steel take 1/16 their max HP at the end of every turn.  Every rock Pokémon’s original Special Defense is raised by 50% for the duration of this effect.

solar beam’s power is halved.

moonlight, morning sun, and synthesis only heal 1/4 the user’s max HP.",Changes the weather to a sandstorm for five turns.
